id,po_number,buyer_id,supplier_id,amount,quantity,description,po_date,expected_delivery_date,status
1502,PO-202511-001502,51,107,59942.83,618,Versatile asymmetric project,2025-11-11,2025-12-12,confirmed
1503,PO-202507-001503,51,107,45872.49,853,Optional multi-tasking time-frame,2025-07-03,2025-09-03,delivered
1504,PO-202601-001504,51,107,18368.48,457,Organized discrete Graphic Interface,2026-01-22,2026-03-27,confirmed
1505,PO-202508-001505,51,107,22420.88,615,Pre-emptive impactful productivity,2025-08-11,2025-10-19,confirmed
1506,PO-202508-001506,51,107,51245.75,831,Intuitive actuating process improvement,2025-08-30,2025-10-31,delivered
1507,PO-202508-001507,51,107,17570.18,646,Devolved object-oriented open system,2025-08-02,2025-10-10,confirmed
1508,PO-202601-001508,51,144,335891.65,997,Inverse bifurcated forecast,2026-01-14,2026-03-29,confirmed
1509,PO-202502-001509,51,144,408114.73,731,Total dedicated matrix,2025-02-25,2025-03-31,confirmed
1510,PO-202508-001510,51,100,31746.19,538,Optimized foreground ability,2025-08-08,2025-09-02,confirmed
1511,PO-202505-001511,51,100,24830.92,82,Down-sized 5thgeneration approach,2025-05-22,2025-08-06,confirmed
1512,PO-202507-001512,51,100,11131.87,131,Cross-group encompassing application,2025-07-15,2025-09-06,confirmed
1513,PO-202509-001513,51,100,27182.85,303,Intuitive homogeneous knowledge user,2025-09-18,2025-12-14,confirmed
1514,PO-202510-001514,51,100,28378.78,940,Synergized homogeneous secured line,2025-10-25,2025-11-14,delivered
1515,PO-202503-001515,51,100,9375.65,436,Function-based 24/7 framework,2025-03-17,2025-05-23,confirmed
1516,PO-202512-001516,51,100,24678.21,738,Centralized local functionalities,2025-12-13,2026-03-10,confirmed
1517,PO-202508-001517,51,100,19997.8,600,Polarized full-range analyzer,2025-08-02,2025-08-27,delivered
1518,PO-202601-001518,51,100,5459.68,759,Virtual solution-oriented focus group,2026-01-04,2026-03-19,confirmed
1519,PO-202512-001519,51,100,38459.04,864,Optimized global process improvement,2025-12-05,2026-02-08,confirmed
1520,PO-202512-001520,52,106,654306.85,722,Networked next generation hierarchy,2025-12-04,2026-01-26,confirmed
1521,PO-202507-001521,52,106,866415.57,466,Public-key intangible firmware,2025-07-04,2025-09-14,delivered
1522,PO-202504-001522,52,106,1140149.19,350,Multi-channeled regional Graphic Interface,2025-04-26,2025-06-03,confirmed
1523,PO-202505-001523,52,93,122617.36,619,Extended multi-state hierarchy,2025-05-14,2025-07-01,confirmed
1524,PO-202505-001524,52,93,352901.55,19,Stand-alone composite pricing structure,2025-05-23,2025-06-07,confirmed
1525,PO-202510-001525,52,93,147523.85,176,Customizable zero-defect data-warehouse,2025-10-30,2026-01-14,confirmed
1526,PO-202507-001526,52,93,519995.52,890,Realigned actuating capability,2025-07-03,2025-09-18,confirmed
1527,PO-202506-001527,54,127,547619.45,632,Face-to-face maximized archive,2025-06-23,2025-08-23,confirmed
1528,PO-202507-001528,54,127,542588.04,90,Advanced client-driven solution,2025-07-07,2025-08-07,confirmed
1529,PO-202510-001529,54,127,74055.51,115,Reverse-engineered interactive collaboration,2025-10-19,2025-11-05,confirmed
1530,PO-202505-001530,54,127,574803.34,215,Compatible global hardware,2025-05-17,2025-08-01,confirmed
1531,PO-202511-001531,54,127,450808.4,447,Multi-layered composite artificial intelligence,2025-11-08,2026-01-30,confirmed
1532,PO-202505-001532,54,127,116844.85,789,Vision-oriented content-based artificial intelligence,2025-05-23,2025-08-05,confirmed
1533,PO-202509-001533,54,127,346675.11,23,Synchronized encompassing alliance,2025-09-17,2025-10-16,confirmed
1534,PO-202512-001534,54,127,600520.04,757,Integrated uniform paradigm,2025-12-19,2026-02-28,confirmed
1535,PO-202505-001535,54,127,345193.91,881,Inverse incremental frame,2025-05-23,2025-08-03,delivered
1536,PO-202507-001536,54,127,209593.36,302,Down-sized transitional productivity,2025-07-02,2025-09-27,confirmed
1537,PO-202509-001537,54,127,96005.62,9,Object-based zero-defect forecast,2025-09-13,2025-10-11,confirmed
1538,PO-202511-001538,55,167,276134.75,755,Re-engineered eco-centric framework,2025-11-24,2026-02-21,delivered
1539,PO-202504-001539,55,167,242316.55,298,Down-sized eco-centric neural-net,2025-04-11,2025-04-30,confirmed
1540,PO-202507-001540,55,167,146965.98,526,Persistent responsive hierarchy,2025-07-06,2025-10-04,delivered
1541,PO-202510-001541,55,167,301070.09,927,Grass-roots fault-tolerant alliance,2025-10-17,2026-01-02,confirmed
1542,PO-202601-001542,55,167,237486.21,541,Universal executive workforce,2026-01-08,2026-01-25,confirmed
1543,PO-202512-001543,55,167,197813.09,567,Networked disintermediate initiative,2025-12-18,2026-01-10,confirmed
1544,PO-202506-001544,55,167,288869.6,428,Multi-channeled clear-thinking Graphical User Interface,2025-06-22,2025-09-05,confirmed
1545,PO-202507-001545,55,167,174330.78,962,Up-sized analyzing migration,2025-07-21,2025-09-18,confirmed
1546,PO-202511-001546,57,138,23745.07,166,Programmable intermediate algorithm,2025-11-20,2026-01-10,confirmed
1547,PO-202510-001547,57,138,25177.15,449,Re-engineered client-driven challenge,2025-10-07,2025-11-20,delivered
1548,PO-202506-001548,57,138,14351.54,931,Customizable human-resource application,2025-06-25,2025-08-22,delivered
1549,PO-202508-001549,57,138,41845.32,733,Multi-channeled asynchronous emulation,2025-08-02,2025-10-15,confirmed
1550,PO-202504-001550,57,138,43134.63,741,Visionary coherent matrix,2025-04-05,2025-06-08,confirmed
1551,PO-202506-001551,57,138,40961.49,690,Reactive well-modulated firmware,2025-06-19,2025-08-19,confirmed
1552,PO-202507-001552,57,138,39515.73,865,Focused mobile workforce,2025-07-07,2025-08-11,delivered
1553,PO-202504-001553,57,138,13809.53,708,Decentralized optimal orchestration,2025-04-13,2025-05-09,confirmed
1554,PO-202507-001554,57,138,10420.83,205,Inverse neutral process improvement,2025-07-15,2025-08-19,delivered
1555,PO-202508-001555,57,138,26172.58,813,Decentralized intangible framework,2025-08-19,2025-10-26,confirmed
1556,PO-202506-001556,57,138,17993.49,215,Re-engineered homogeneous strategy,2025-06-03,2025-08-28,confirmed
1557,PO-202505-001557,57,138,48170.82,368,Monitored asymmetric support,2025-05-11,2025-06-28,confirmed
1558,PO-202509-001558,57,138,34187.17,179,Adaptive fault-tolerant instruction set,2025-09-27,2025-12-15,confirmed
1559,PO-202601-001559,58,91,28797.34,441,Profound content-based throughput,2026-01-24,2026-02-22,delivered
1560,PO-202503-001560,58,91,55658.34,576,Seamless heuristic database,2025-03-04,2025-04-16,confirmed
1561,PO-202505-001561,58,91,60787.83,349,Synergistic context-sensitive workforce,2025-05-28,2025-07-27,confirmed
1562,PO-202503-001562,58,91,145193.21,571,Seamless high-level alliance,2025-03-02,2025-04-20,confirmed
1563,PO-202503-001563,58,91,158920.44,895,Innovative impactful model,2025-03-02,2025-05-21,delivered
1564,PO-202508-001564,58,91,128616.22,724,Persevering next generation approach,2025-08-30,2025-09-20,confirmed
1565,PO-202512-001565,58,91,149953.64,986,Centralized holistic budgetary management,2025-12-26,2026-01-24,confirmed
1566,PO-202510-001566,58,91,147097.5,625,Open-architected demand-driven framework,2025-10-16,2025-11-13,delivered
1567,PO-202511-001567,58,91,25222.54,108,Automated incremental conglomeration,2025-11-27,2026-01-02,confirmed
1568,PO-202508-001568,58,91,161797.48,933,Streamlined mobile circuit,2025-08-15,2025-10-15,confirmed
1569,PO-202512-001569,58,91,138314.93,726,User-centric even-keeled customer loyalty,2025-12-18,2026-02-27,delivered
1570,PO-202509-001570,58,91,100425.51,892,Sharable object-oriented intranet,2025-09-21,2025-10-18,confirmed
1571,PO-202507-001571,58,91,124926.61,343,Team-oriented exuding knowledge user,2025-07-22,2025-08-23,confirmed
1572,PO-202506-001572,58,91,158127.41,450,Profit-focused transitional orchestration,2025-06-09,2025-08-16,confirmed
1573,PO-202509-001573,58,134,945595.66,486,Enhanced zero administration website,2025-09-20,2025-11-17,confirmed
1574,PO-202506-001574,58,134,615919.66,88,Down-sized content-based installation,2025-06-27,2025-08-15,confirmed
1575,PO-202504-001575,58,134,826023.61,425,Diverse fault-tolerant projection,2025-04-15,2025-06-15,confirmed
1576,PO-202505-001576,58,134,262631.0,772,Down-sized 5thgeneration concept,2025-05-06,2025-07-27,confirmed
1577,PO-202505-001577,58,134,898014.58,142,Streamlined intangible portal,2025-05-05,2025-07-13,confirmed
1578,PO-202510-001578,58,97,414680.36,975,Fully-configurable fault-tolerant intranet,2025-10-01,2025-12-21,confirmed
1579,PO-202511-001579,58,97,433448.66,454,Secured composite budgetary management,2025-11-18,2025-12-21,confirmed
1580,PO-202505-001580,58,97,340536.01,530,Extended mobile alliance,2025-05-11,2025-06-03,confirmed
1581,PO-202510-001581,58,97,184668.87,412,Function-based context-sensitive groupware,2025-10-12,2025-11-17,confirmed
1582,PO-202511-001582,58,97,70914.57,778,Face-to-face neutral encryption,2025-11-25,2025-12-14,confirmed
1583,PO-202506-001583,58,97,416507.21,60,Cross-platform object-oriented solution,2025-06-28,2025-09-17,confirmed
1584,PO-202503-001584,58,97,217953.25,908,Managed encompassing help-desk,2025-03-28,2025-06-21,confirmed
1585,PO-202509-001585,58,97,342148.95,322,Managed tangible open architecture,2025-09-16,2025-11-14,confirmed
1586,PO-202510-001586,59,150,169269.66,541,Versatile motivating frame,2025-10-07,2025-11-09,confirmed
1587,PO-202507-001587,59,150,241330.19,211,Reactive human-resource access,2025-07-05,2025-09-27,delivered
1588,PO-202507-001588,59,150,389494.04,668,De-engineered next generation productivity,2025-07-10,2025-09-19,confirmed
1589,PO-202512-001589,59,150,432508.79,801,Robust neutral extranet,2025-12-03,2026-02-07,confirmed
1590,PO-202507-001590,59,150,429607.37,87,Enterprise-wide interactive emulation,2025-07-09,2025-07-28,delivered
1591,PO-202510-001591,59,150,192961.92,743,Re-contextualized needs-based groupware,2025-10-01,2025-11-01,delivered
1592,PO-202509-001592,59,150,477652.24,291,Multi-tiered uniform knowledge user,2025-09-24,2025-11-05,confirmed
1593,PO-202601-001593,59,150,269686.4,320,Reverse-engineered reciprocal function,2026-01-05,2026-03-27,confirmed
1594,PO-202509-001594,59,150,375942.12,164,Cross-group eco-centric conglomeration,2025-09-13,2025-09-30,confirmed
1595,PO-202505-001595,59,150,433653.93,553,Business-focused regional monitoring,2025-05-16,2025-08-14,confirmed
1596,PO-202601-001596,59,150,152623.39,793,Operative multimedia framework,2026-01-07,2026-03-01,confirmed
1597,PO-202601-001597,59,150,475500.37,114,Sharable attitude-oriented ability,2026-01-12,2026-02-03,confirmed
1598,PO-202509-001598,59,150,160598.45,520,Integrated full-range matrix,2025-09-08,2025-11-07,confirmed
1599,PO-202503-001599,59,150,68784.92,667,Monitored well-modulated product,2025-03-12,2025-04-11,confirmed
1600,PO-202601-001600,59,150,177142.38,755,Reverse-engineered homogeneous circuit,2026-01-15,2026-01-30,confirmed
1601,PO-202503-001601,59,169,306029.77,825,Inverse fresh-thinking definition,2025-03-06,2025-06-03,delivered
1602,PO-202511-001602,59,169,230980.21,961,Multi-layered real-time Graphic Interface,2025-11-14,2026-02-05,delivered
1603,PO-202502-001603,59,169,96488.77,307,Versatile secondary initiative,2025-02-25,2025-04-17,delivered
1604,PO-202601-001604,59,169,219172.35,732,Switchable asynchronous knowledgebase,2026-01-10,2026-03-14,delivered
1605,PO-202509-001605,59,169,237376.04,108,Reduced eco-centric contingency,2025-09-27,2025-11-22,delivered
1606,PO-202510-001606,59,169,193979.53,843,Balanced human-resource portal,2025-10-28,2025-12-28,confirmed
1607,PO-202510-001607,59,169,58488.93,729,Balanced zero-defect implementation,2025-10-05,2025-12-13,confirmed
1608,PO-202508-001608,59,112,256609.43,436,Cloned systematic initiative,2025-08-25,2025-09-25,confirmed
1609,PO-202503-001609,59,112,411231.19,80,Versatile content-based support,2025-03-08,2025-05-09,delivered
1610,PO-202510-001610,59,112,648420.22,573,User-centric bi-directional artificial intelligence,2025-10-05,2025-12-25,confirmed
1611,PO-202508-001611,59,106,108827.98,511,Reduced transitional attitude,2025-08-08,2025-10-16,confirmed
1612,PO-202503-001612,59,106,232324.7,971,Synergized 6thgeneration application,2025-03-24,2025-06-09,confirmed
1613,PO-202601-001613,59,106,271463.35,148,Future-proofed optimal algorithm,2026-01-07,2026-03-27,confirmed
1614,PO-202506-001614,59,106,173017.86,469,Diverse foreground utilization,2025-06-20,2025-07-21,delivered
1615,PO-202505-001615,59,106,282920.87,121,Triple-buffered multimedia infrastructure,2025-05-17,2025-06-28,confirmed
1616,PO-202507-001616,59,106,169705.2,765,Diverse disintermediate firmware,2025-07-17,2025-08-21,delivered
1617,PO-202508-001617,59,106,139501.03,975,Devolved zero-defect Local Area Network,2025-08-02,2025-09-01,delivered
1618,PO-202503-001618,59,106,279740.32,113,Innovative 24/7 complexity,2025-03-21,2025-04-20,confirmed
1619,PO-202511-001619,59,106,198279.2,42,Compatible holistic paradigm,2025-11-23,2026-02-12,confirmed
1620,PO-202503-001620,59,106,66449.64,313,Diverse responsive approach,2025-03-06,2025-05-07,confirmed
1621,PO-202507-001621,59,106,117622.25,29,Switchable stable hardware,2025-07-11,2025-08-13,confirmed
1622,PO-202601-001622,59,106,259843.37,432,Synergized demand-driven analyzer,2026-01-23,2026-02-13,confirmed
1623,PO-202504-001623,59,106,290407.94,221,Synergistic composite instruction set,2025-04-08,2025-05-16,confirmed
1624,PO-202505-001624,59,106,32867.74,561,Stand-alone leadingedge info-mediaries,2025-05-21,2025-07-19,confirmed
1625,PO-202502-001625,59,106,284998.35,428,Multi-channeled intangible attitude,2025-02-27,2025-05-14,delivered
1626,PO-202504-001626,60,134,129743.71,922,Integrated discrete firmware,2025-04-04,2025-06-01,confirmed
1627,PO-202505-001627,60,134,112389.65,738,Balanced non-volatile algorithm,2025-05-18,2025-06-18,confirmed
1628,PO-202507-001628,60,134,118051.18,472,Extended 3rdgeneration flexibility,2025-07-25,2025-10-05,confirmed
1629,PO-202601-001629,60,134,49854.87,746,Object-based tertiary groupware,2026-01-16,2026-03-13,confirmed
1630,PO-202508-001630,60,134,174606.07,681,Open-source dedicated paradigm,2025-08-30,2025-11-05,confirmed
1631,PO-202506-001631,60,134,65925.3,405,Assimilated hybrid forecast,2025-06-05,2025-08-02,delivered
1632,PO-202505-001632,60,95,1080306.01,912,De-engineered upward-trending structure,2025-05-16,2025-07-26,confirmed
1633,PO-202507-001633,60,95,764897.77,887,Front-line foreground contingency,2025-07-23,2025-08-28,confirmed
1634,PO-202601-001634,60,131,307034.51,791,Advanced hybrid Graphic Interface,2026-01-22,2026-03-17,delivered
1635,PO-202511-001635,60,131,313268.84,660,Networked bottom-line strategy,2025-11-29,2026-02-23,confirmed
1636,PO-202510-001636,60,131,125734.0,634,Total local process improvement,2025-10-27,2026-01-19,delivered
1637,PO-202503-001637,60,131,359851.1,981,Triple-buffered methodical concept,2025-03-28,2025-06-23,delivered
1638,PO-202504-001638,60,131,124478.53,488,Synergized content-based focus group,2025-04-03,2025-06-21,confirmed
1639,PO-202503-001639,60,131,95850.09,959,Centralized mobile adapter,2025-03-17,2025-06-08,confirmed
1640,PO-202505-001640,60,131,444669.17,282,Assimilated bandwidth-monitored data-warehouse,2025-05-02,2025-06-12,confirmed
1641,PO-202505-001641,60,131,389706.77,860,Exclusive encompassing concept,2025-05-01,2025-07-29,confirmed
1642,PO-202508-001642,60,131,81088.96,547,Robust executive circuit,2025-08-17,2025-10-12,confirmed
1643,PO-202508-001643,60,131,289961.6,504,Grass-roots multi-state algorithm,2025-08-21,2025-09-07,confirmed
1644,PO-202504-001644,60,131,227050.41,425,Right-sized incremental framework,2025-04-10,2025-04-28,delivered
1645,PO-202508-001645,61,143,212259.81,94,Streamlined next generation structure,2025-08-11,2025-09-09,confirmed
1646,PO-202504-001646,61,143,281030.58,293,Face-to-face foreground productivity,2025-04-01,2025-05-04,confirmed
1647,PO-202503-001647,61,143,157827.81,92,Quality-focused next generation access,2025-03-21,2025-04-24,confirmed
1648,PO-202508-001648,61,143,457677.18,695,Assimilated eco-centric frame,2025-08-10,2025-09-15,confirmed
1649,PO-202510-001649,61,143,312321.97,334,Ergonomic client-server hub,2025-10-25,2025-12-02,confirmed
1650,PO-202508-001650,61,143,354860.35,306,Multi-channeled eco-centric matrix,2025-08-15,2025-10-18,confirmed
1651,PO-202512-001651,61,143,185585.61,423,Managed composite implementation,2025-12-04,2026-01-29,confirmed
1652,PO-202508-001652,62,145,342331.48,922,Configurable mobile circuit,2025-08-03,2025-09-02,confirmed
1653,PO-202601-001653,62,145,102004.82,771,Virtual content-based interface,2026-01-10,2026-04-10,confirmed
1654,PO-202506-001654,62,145,196448.61,771,Function-based logistical installation,2025-06-06,2025-08-24,confirmed
1655,PO-202505-001655,62,145,344861.37,276,Balanced object-oriented open architecture,2025-05-11,2025-06-02,confirmed
1656,PO-202510-001656,62,145,187292.38,417,Extended multimedia matrices,2025-10-18,2025-11-10,confirmed
1657,PO-202512-001657,62,145,45533.33,649,Total zero-defect protocol,2025-12-29,2026-02-11,confirmed
1658,PO-202503-001658,62,145,123663.05,987,Synchronized bi-directional model,2025-03-20,2025-06-18,confirmed
1659,PO-202505-001659,62,145,116234.36,569,Universal holistic instruction set,2025-05-21,2025-06-21,confirmed
1660,PO-202508-001660,62,146,290583.78,86,Universal uniform open system,2025-08-17,2025-11-04,confirmed
1661,PO-202508-001661,62,146,501643.81,146,Up-sized methodical model,2025-08-28,2025-10-29,delivered
1662,PO-202510-001662,62,146,615231.22,801,Future-proofed reciprocal pricing structure,2025-10-08,2025-11-23,delivered
1663,PO-202503-001663,62,146,596884.55,985,Advanced solution-oriented methodology,2025-03-28,2025-06-22,confirmed
1664,PO-202506-001664,62,146,85798.17,833,Quality-focused homogeneous concept,2025-06-10,2025-08-23,delivered
1665,PO-202503-001665,62,146,224653.29,996,Cloned upward-trending protocol,2025-03-29,2025-05-04,confirmed
1666,PO-202510-001666,62,146,96113.35,944,Persevering maximized policy,2025-10-16,2025-12-31,confirmed
1667,PO-202511-001667,62,146,397827.48,860,Assimilated neutral system engine,2025-11-22,2026-01-24,confirmed
1668,PO-202601-001668,62,146,535062.92,218,Function-based attitude-oriented function,2026-01-02,2026-04-01,delivered
1669,PO-202601-001669,62,146,220198.97,166,Automated analyzing firmware,2026-01-09,2026-04-02,delivered
1670,PO-202601-001670,62,146,101590.06,92,Stand-alone cohesive concept,2026-01-07,2026-03-13,confirmed
1671,PO-202510-001671,63,119,81076.77,570,Progressive systematic knowledge user,2025-10-03,2025-11-22,confirmed
1672,PO-202510-001672,63,119,104097.3,517,Synchronized multi-tasking analyzer,2025-10-30,2025-12-24,confirmed
1673,PO-202505-001673,63,119,241289.37,771,Reduced dynamic knowledge user,2025-05-25,2025-08-05,confirmed
1674,PO-202510-001674,63,119,115438.84,330,Assimilated context-sensitive info-mediaries,2025-10-09,2025-12-06,confirmed
1675,PO-202507-001675,63,119,184588.14,614,Universal methodical methodology,2025-07-09,2025-09-04,confirmed
1676,PO-202509-001676,63,119,331447.29,137,Ergonomic analyzing product,2025-09-10,2025-09-25,delivered
1677,PO-202508-001677,63,119,189997.2,924,Profound incremental infrastructure,2025-08-30,2025-09-15,confirmed
1678,PO-202506-001678,63,119,169509.58,917,Reverse-engineered incremental hub,2025-06-11,2025-08-27,confirmed
1679,PO-202601-001679,63,119,209914.67,807,Pre-emptive mobile Local Area Network,2026-01-07,2026-01-31,delivered
1680,PO-202504-001680,63,119,45930.74,853,Customizable cohesive access,2025-04-01,2025-06-11,confirmed
1681,PO-202510-001681,63,119,150055.82,833,Automated bifurcated support,2025-10-29,2025-12-31,delivered
1682,PO-202511-001682,63,119,151663.06,182,Visionary mobile alliance,2025-11-05,2025-11-21,confirmed
1683,PO-202507-001683,63,119,185523.58,959,Total neutral definition,2025-07-26,2025-09-03,confirmed
1684,PO-202507-001684,63,119,38952.08,761,Robust attitude-oriented matrix,2025-07-09,2025-07-26,confirmed
1685,PO-202511-001685,63,119,255963.19,727,Cloned logistical moratorium,2025-11-15,2026-01-14,confirmed
1686,PO-202510-001686,64,120,253309.29,641,Team-oriented 6thgeneration analyzer,2025-10-12,2025-12-04,confirmed
1687,PO-202509-001687,64,120,94334.65,506,Down-sized analyzing standardization,2025-09-20,2025-11-20,confirmed
1688,PO-202511-001688,64,120,107035.3,927,Re-engineered asynchronous portal,2025-11-17,2025-12-28,confirmed
1689,PO-202509-001689,65,106,1204155.2,654,Operative secondary pricing structure,2025-09-19,2025-11-23,confirmed
1690,PO-202511-001690,65,106,1078452.18,583,Object-based actuating architecture,2025-11-14,2026-02-01,confirmed
1691,PO-202512-001691,65,106,309552.45,199,Compatible intangible core,2025-12-15,2026-03-12,delivered
1692,PO-202506-001692,65,106,743409.18,67,Object-based local system engine,2025-06-02,2025-08-31,confirmed
1693,PO-202511-001693,65,106,942200.75,131,Diverse empowering access,2025-11-29,2026-01-16,delivered
1694,PO-202601-001694,66,159,61960.43,536,Synchronized grid-enabled database,2026-01-09,2026-02-28,confirmed
1695,PO-202511-001695,66,159,175200.45,24,User-friendly needs-based framework,2025-11-01,2026-01-23,delivered
1696,PO-202502-001696,66,159,66520.7,574,Vision-oriented eco-centric ability,2025-02-27,2025-05-11,confirmed
1697,PO-202601-001697,66,159,191687.21,657,Diverse executive groupware,2026-01-18,2026-02-08,confirmed
1698,PO-202509-001698,66,159,99344.5,417,Pre-emptive leadingedge task-force,2025-09-12,2025-11-01,confirmed
1699,PO-202510-001699,66,159,144593.82,478,Sharable hybrid intranet,2025-10-17,2026-01-03,confirmed
1700,PO-202510-001700,66,159,114823.59,45,Devolved 5thgeneration productivity,2025-10-28,2025-12-10,confirmed
1701,PO-202507-001701,66,159,71091.21,431,Multi-tiered bandwidth-monitored array,2025-07-15,2025-10-06,confirmed
1702,PO-202510-001702,66,159,78091.52,402,Decentralized full-range policy,2025-10-08,2025-11-16,confirmed
1703,PO-202512-001703,66,159,35252.86,586,Seamless homogeneous encoding,2025-12-31,2026-01-18,confirmed
1704,PO-202504-001704,66,159,199034.04,434,Robust zero tolerance open architecture,2025-04-18,2025-05-12,confirmed
1705,PO-202510-001705,66,159,56279.57,338,Customer-focused leadingedge migration,2025-10-09,2025-12-02,confirmed
1706,PO-202503-001706,66,159,134693.57,100,Open-architected 6thgeneration service-desk,2025-03-26,2025-04-13,confirmed
1707,PO-202510-001707,66,159,99235.01,25,Grass-roots intangible approach,2025-10-20,2026-01-18,confirmed
1708,PO-202507-001708,66,159,173892.16,254,Profit-focused hybrid software,2025-07-13,2025-08-10,confirmed
1709,PO-202503-001709,67,135,200675.73,853,Function-based human-resource emulation,2025-03-02,2025-03-23,confirmed
1710,PO-202503-001710,67,135,118311.85,243,Seamless user-facing policy,2025-03-05,2025-03-29,delivered
1711,PO-202508-001711,67,135,137047.75,783,Cross-platform non-volatile database,2025-08-22,2025-09-18,confirmed
1712,PO-202504-001712,67,135,129426.69,88,Managed mobile monitoring,2025-04-21,2025-05-13,confirmed
1713,PO-202509-001713,67,135,91625.47,912,Persistent contextually-based Graphic Interface,2025-09-20,2025-10-13,confirmed
1714,PO-202504-001714,67,154,1105086.85,453,Robust bi-directional core,2025-04-20,2025-05-12,confirmed
1715,PO-202512-001715,67,154,774301.92,443,Profound maximized Internet solution,2025-12-27,2026-01-19,confirmed
1716,PO-202505-001716,68,148,110976.05,54,Fundamental leadingedge success,2025-05-30,2025-07-21,confirmed
1717,PO-202503-001717,68,148,340967.69,633,Persevering national Local Area Network,2025-03-09,2025-05-15,confirmed
1718,PO-202505-001718,68,148,648759.47,807,Pre-emptive systemic analyzer,2025-05-18,2025-06-03,confirmed
1719,PO-202509-001719,68,148,329156.67,815,Team-oriented zero tolerance hardware,2025-09-14,2025-11-22,delivered
1720,PO-202511-001720,68,148,485619.61,348,Synchronized secondary system engine,2025-11-20,2025-12-08,confirmed
1721,PO-202502-001721,68,148,417785.91,602,Open-source tertiary extranet,2025-02-26,2025-04-06,confirmed
1722,PO-202509-001722,68,148,142160.65,610,Compatible dedicated circuit,2025-09-15,2025-10-08,delivered
1723,PO-202506-001723,68,148,598779.79,199,Operative intermediate framework,2025-06-02,2025-08-29,confirmed
1724,PO-202504-001724,68,148,497676.75,263,Configurable fresh-thinking neural-net,2025-04-30,2025-06-29,confirmed
1725,PO-202503-001725,68,148,393972.7,636,Decentralized system-worthy archive,2025-03-16,2025-05-26,confirmed
1726,PO-202509-001726,68,148,235557.35,817,De-engineered directional task-force,2025-09-29,2025-10-19,confirmed
1727,PO-202510-001727,68,148,158777.76,599,Synchronized bifurcated extranet,2025-10-07,2025-12-16,delivered
1728,PO-202506-001728,70,105,128734.72,319,Total encompassing secured line,2025-06-12,2025-09-09,delivered
1729,PO-202511-001729,70,105,131876.47,151,Integrated clear-thinking data-warehouse,2025-11-12,2026-01-26,confirmed
1730,PO-202601-001730,70,105,106267.97,299,Streamlined intermediate alliance,2026-01-02,2026-03-05,confirmed
1731,PO-202504-001731,70,105,93528.3,674,Automated coherent framework,2025-04-08,2025-05-11,confirmed
1732,PO-202506-001732,70,105,51836.67,839,Compatible high-level artificial intelligence,2025-06-30,2025-09-24,confirmed
1733,PO-202505-001733,70,105,79305.59,201,Visionary directional policy,2025-05-21,2025-06-30,confirmed
1734,PO-202511-001734,70,105,133329.41,350,Monitored full-range architecture,2025-11-23,2026-01-01,confirmed
1735,PO-202504-001735,70,105,119870.82,479,Function-based disintermediate encryption,2025-04-28,2025-06-24,delivered
1736,PO-202601-001736,70,105,100729.89,344,Right-sized 24hour circuit,2026-01-05,2026-02-27,confirmed
1737,PO-202510-001737,70,105,65406.74,108,Organized incremental open architecture,2025-10-25,2026-01-06,confirmed
1738,PO-202509-001738,70,105,90293.16,943,Cross-group real-time benchmark,2025-09-23,2025-10-08,confirmed
1739,PO-202507-001739,70,105,119638.63,478,Down-sized fault-tolerant focus group,2025-07-20,2025-08-31,confirmed
1740,PO-202509-001740,70,159,771697.11,976,Seamless object-oriented interface,2025-09-21,2025-11-17,confirmed
1741,PO-202509-001741,70,159,288739.44,189,Persevering 24hour archive,2025-09-25,2025-10-10,confirmed
1742,PO-202508-001742,70,159,110415.18,367,Multi-tiered dedicated benchmark,2025-08-11,2025-08-29,delivered
1743,PO-202507-001743,70,159,206498.67,298,Vision-oriented maximized projection,2025-07-26,2025-10-05,confirmed
1744,PO-202509-001744,70,159,677480.22,935,Future-proofed maximized help-desk,2025-09-05,2025-11-05,confirmed
1745,PO-202504-001745,70,159,991356.46,204,Ergonomic multi-tasking monitoring,2025-04-02,2025-05-12,confirmed
1746,PO-202510-001746,70,159,260297.11,907,Digitized human-resource hierarchy,2025-10-22,2025-12-09,confirmed
1747,PO-202509-001747,70,159,411471.46,568,Multi-lateral directional open system,2025-09-23,2025-11-08,confirmed
1748,PO-202503-001748,70,159,280226.93,181,Reactive well-modulated alliance,2025-03-03,2025-04-20,confirmed
1749,PO-202601-001749,70,170,216259.74,141,Networked exuding parallelism,2026-01-10,2026-03-14,confirmed
1750,PO-202504-001750,70,170,103131.75,216,Re-contextualized responsive time-frame,2025-04-26,2025-06-19,confirmed
1751,PO-202503-001751,71,117,551023.39,382,Vision-oriented value-added synergy,2025-03-07,2025-04-12,delivered
1752,PO-202508-001752,71,117,1247277.36,639,Future-proofed exuding encoding,2025-08-23,2025-11-01,confirmed
1753,PO-202511-001753,71,117,263165.78,904,Multi-lateral foreground emulation,2025-11-17,2025-12-18,confirmed
1754,PO-202503-001754,71,117,347051.66,388,Enterprise-wide homogeneous algorithm,2025-03-09,2025-05-10,confirmed
1755,PO-202512-001755,71,117,814537.69,652,Implemented high-level middleware,2025-12-13,2026-01-28,confirmed
1756,PO-202507-001756,71,133,447451.36,194,Customizable mission-critical process improvement,2025-07-21,2025-10-12,confirmed
